datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2024-08-09,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,-0.013747036
2024-08-10,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,0.001405716
2024-08-11,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,-0.03629011
2024-08-12,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,0.010799289
2024-08-13,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,0.020902753
2024-08-14,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,-0.03142178
2024-08-15,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,-0.019466043
2024-08-16,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,0.023175478
2024-08-17,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,0.010486484
2024-08-18,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,-0.01789546
2024-08-19,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,0.01730609
2024-08-20,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,-0.0071451664
2024-08-21,1298324.9807585601,0.0,24256181.153727017,0.0,24256.181153727015,0.0,0.0,1298324.9807585601,0.03630054
2024-08-22,1291417.7086925618,-0.004720141080519485,25035176.142182156,0.6000000000000023,25035.176142182154,0.0006000000000000021,772866.7113775928,518550.99731496896,-0.012757421
2024-08-23,1335528.993779356,0.034160207044659684,25038987.36546602,0.0029511932957176656,25038.98736546602,2.9511932957178686e-06,818965.1585697925,516563.8352095634,0.060643435
2024-08-24,1356004.8254650165,0.015644841316357634,25457294.860878184,0.3132148364884338,25457.294860878184,0.0003132148364884355,1222870.085728753,133134.73973626364,0.0018703938
2024-08-25,1348735.2661268492,-0.005343360394549254,25481231.719838053,0.01765248803717188,25481.23171983805,1.765248803717081e-05,1213158.5703741477,135576.69575270143,0.0009818077
2024-08-26,1325742.4028691982,-0.017043372734701804,25487097.116451915,0.004348812373465974,25487.097116451914,4.348812373466212e-06,1190874.8926046311,134867.5102645671,-0.021582067
2024-08-27,1244833.6843321936,-0.06102376760183154,25494019.36087291,0.00522140983498213,25494.019360872906,5.221409834980396e-06,1112266.3662896946,132567.31804249907,-0.0544132
2024-08-28,1243696.1438599124,-2.032352250368358e-05,26606260.427757204,0.8934856767480305,26606.260427757203,0.0008934856767480326,0.0,1243696.1438599124,-0.006397426
2024-08-29,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,0.005490184
2024-08-30,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,-0.0039593577
2024-08-31,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,-0.002537012
2024-09-01,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,-0.028353691
2024-09-02,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,0.031940818
2024-09-03,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,-0.027808905
2024-09-04,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,0.008404732
2024-09-05,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,-0.030893087
2024-09-06,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,-0.039462984
2024-09-07,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,0.0036671162
2024-09-08,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,0.013092279
2024-09-09,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,0.03958547
2024-09-10,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,0.01041317
2024-09-11,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,-0.0051701665
2024-09-12,1243696.1438599124,0.0,26606260.427757204,0.0,26606.260427757203,0.0,0.0,1243696.1438599124,0.013853312
